STATE,H_OR_S,DISTRICT,NAME,PARTY_R,YES,PERCENT_RURAL,MEAN_INCOME,PERCENT_PRIVATE,PERCENT_21_FBLA,PERCENT_21_FBA,PERCENT_21_W,PERCENT_21_B,PERCENT_21_H,CHANGE_FBLA,CHANGE_FBA,CHANGE_HISP,CHANGE_A,,,,,,
SC,H,95,Cobb-Hunter,0,0,89.53,58396,22.68,0.22,0.86,33.53,60.21,3.03,-0.55,-0.65,1.68,-0.79,,,,,,
SC,H,96,McCabe,1,0,57.75,62722,7.89,3.77,0.34,69.12,14.5,10.77,-0.43,0.24,4.55,0.37,,,,,,
SC,H,97,Robbins,1,1,58.11,77642,11.86,2.44,0.64,66.3,24.03,4.65,0.96,0.47,1.39,0.57,,,,,,
SC,H,98,Murphy,1,1,0.1,90834,10.74,2.91,3.97,55.59,26.12,6.21,0.46,2.09,0.26,2.26,,,,,,
SC,H,99,"Smith, M",1,1,2.44,153260,16.01,1.8,1.67,83.25,6.24,5.94,-8.11,-0.67,-8.09,-1.04,,,,,,
SC,H,100,Davis,1,1,39.92,86339,18.88,1.32,1.21,69.12,19.25,4.29,-0.35,0.77,-0.28,0.93,,,,,,
SC,H,101,Kirby,0,0,69.94,54495,10.87,1.39,0.55,36.52,58.86,2.29,0.36,0.31,0.53,0.87,,,,,,
SC,H,102,Jefferson,0,0,61.66,58923,16.26,1.15,0.15,47.54,46.62,2.95,0.33,-0.54,1.69,-0.63,,,,,,
SC,H,103,Anderson,0,0,73.28,60319,6.63,0.52,0.02,44.31,53.71,0.88,-1.91,-0.2,-2.76,-0.3,,,,,,
SC,H,104,Bailey,1,1,14.65,78852,7.56,2.63,1,82.36,9.06,5.09,0.97,0.6,2.27,1.05,,,,,,
SC,H,105,Hardee,1,1,83.12,64674,7.09,1.73,0.62,70.75,20.56,5.47,-1.3,-0.59,0.25,-0.61,,,,,,
SC,H,106,Guest,1,1,0.07,74858,20.77,0.39,1.02,90.63,3.17,2.18,-1.58,0.59,-2.08,0.57,,,,,,
SC,H,107,Brittain,1,1,0.03,76923,10.48,8.09,1.44,68.71,15.11,12.66,-2.29,-0.33,-0.95,-0.21,,,,,,
SC,H,108,Hewitt,1,1,25.05,107546,14.78,2.03,1.09,81.33,12.65,4.25,1.13,0.46,2.34,0.31,,,,,,
SC,H,109,Tedder,0,0,0,62656,13.91,7.77,0.97,33.21,52.46,10.69,4,-0.03,4.83,-0.09,,,,,,
SC,H,110,Hartnett,1,1,0.94,151008,21.64,1.14,1.11,88.11,6.46,1.79,0.35,0.87,0.13,1.09,,,,,,
SC,H,111,Gilliard,0,0,0.02,81394,8.83,1.43,0.6,52.45,41.56,3.37,0,-0.63,0.34,-0.46,,,,,,
SC,H,112,Bustos,1,1,5.02,133027,21.64,1.16,1.66,85.46,7.47,2.24,0.02,0.94,0.39,0.7,,,,,,
SC,H,113,Pendarvis,0,0,0,65479,10.35,6.5,1.25,36.41,46.04,11.35,-0.69,0.83,0.39,1.2,,,,,,
SC,H,114,Brewer,1,1,5.34,101736,17.52,2.01,1.34,74.09,16.92,4.43,0.71,0.11,0.83,0.27,,,,,,
SC,H,115,Wetmore,0,0,15.26,137248,22.88,1.69,1.37,82.95,10.26,3.47,1.25,0.55,2.14,0.49,,,,,,
SC,H,116,Leber,1,1,57.11,91967,20.42,1.58,0.63,58.69,32.31,5.78,-1.08,0.06,1.09,-0.09,,,,,,
SC,H,119,Stavrinakis,0,0,4.06,115002,26.01,1.31,1.66,69.98,22.38,2.8,-1.53,0.15,-1.68,0.38,,,,,,
SC,H,120,Newton,1,1,21.7,99498,23.25,3.86,0.7,74.98,10.96,11.13,2.54,0.51,8.5,0.72,,,,,,
SC,H,121,Rivers,0,0,51.68,63335,5.78,2.86,0.81,35.56,53.42,5.67,1.72,0.54,1.24,-0.06,,,,,,
SC,H,122,Hager,1,1,100,52257,18.19,3.58,0.39,38.38,52.85,6.11,-3.7,0,-5,-0.05,,,,,,
SC,H,123,Bradley,1,1,9.97,135200,22.45,6.6,0.77,77.7,5.65,13.96,-1.73,-0.39,2.8,-0.53,,,,,,
SC,H,124,Erickson,1,1,20.45,96606,23.1,1.9,1.39,69.4,17.88,7.13,-0.56,0.25,1.64,0.84,,,,,,
